Session,Book,Index,Item,Attribution,Mei,Attachment,
20,1,128,Katana,Uda Kunimune (1479),宇多国宗 / 文明十一年己亥二月日,,
20,1,129,Naoshi,Tanshū Kunimitsu,Mumei [法城寺国光],,
20,1,130,Naoshi,den Hōjōji,Mumei [伝法城寺],,
20,1,131,Yari,Inaba Kagenaga,因州住景長,,
20,1,132,Tachi,Yasutsuna,安綱,,
20,1,133,Tachi,Yasutsuna,安綱,,
20,1,134,Katana,den Aritsuna,Mumei [伝有綱],,
20,1,135,Katana,Aritsuna,Mumei [有綱],,
20,1,136,Katana,den Sekishū Naotsuna,Mumei [伝石州直綱],,
20,1,137,Katana,den Sekishū Naotsuna,Mumei [伝石州直綱],,
20,1,138,Wakizashi,den Sekishū Naotsuna,Mumei [伝石州直綱] [Kinzōgan 寛永十弐年六月十二日 / 二ツ 胴切落者 勘十郎 (花押)],,
20,1,139,Katana,den Sekishū Naotsuna,Mumei [伝石州直綱],,
20,1,140,Tachi,Masatsune,正恒,,
20,1,141,Wakizashi,Masatsune,Gakumei 正恒,,
20,1,142,Katana,Ko–Bizen Tsunetsugu,[Shusho 古備前恒次 / 正徳五年折紙代金子拾枚],,
20,1,143,Tachi,Hidechika (Ko–Bizen),秀近 [古備前],,
20,1,144,Katana,Kunitsuna (Ko–Bizen),[Kinzōgan 国綱 / 本阿 (花押)] [古備前],,
20,1,145,Wakizashi,Norishige (Ko–Bizen),則重 [古備前],,
20,1,146,Katana,Ko–Bizen,Mumei [古備前],,
20,1,147,Tachi,Ko–Ichimonji,Mumei [古一文字],,
20,1,148,Tachi,Narimune,成宗,,
20,1,149,Tachi,Hirotoshi,弘利,,
20,1,150,Tachi,Ichimonji,一,,
20,1,151,Tachi,Yoshimochi,吉用,,
20,1,152,Tachi,Yoshimoto,吉元,,
20,1,153,Tachi,Tamekiyo,為清,,
20,1,154,Tachi,Yoshifusa,吉房,,
20,1,155,Tachi,Yoshifusa,吉房,Hon’ami Origami – 光忠折紙,
20,1,156,Katana,Suketsuna,Mumei [助綱],,
20,1,157,Tachi,Naganori,Mumei [長則],,
20,1,158,Katana,Yoshioka Ichimonji,Mumei [吉岡一文字],,
20,1,159,Tachi,Ichimonji,Mumei [一文字],,
20,1,160,Katana,Ichimonji,Mumei [一文字],,
20,1,161,Katana,Ichimonji,Mumei [一文字],,
20,1,162,Kodachi,Ichimonji,一,,
20,1,163,Tachi,Yoshinobu,吉信,,
20,1,164,Naoshi,den Katayama Ichimonji Norifusa,Mumei [伝片山一文字] [則房] – 元禄元年光常折紙),Hon’ami Origami (1688,
20,1,165,Naoshi,Katayama Ichimonji,Mumei [片山一文字],,
20,1,166,Naoshi,Katayama Ichimonji,Mumei [片山一文字],,
20,1,167,Tachi,Mitsutada,備 (Cut off) [光忠],,
20,1,168,Katana,den Mitsutada,Mumei [伝光忠],,
20,1,169,Katana,den Kagehide,Mumei [伝景秀],,
20,1,170,Katana,den Kagehide,Mumei [伝景秀],,
20,1,171,Tachi & Koshirae,Nagamitsu (1289) (Saiha),備前国長船住左近将監長光造 / 正応二年己丑年六月 日 (再刃) Tachi Koshirae – 黒皺革包糸巻太刀拵,,
20,1,172,Tachi,Nagamitsu (1301),備前国長船住長光 / 正安三年月日,,
20,1,173,Tachi,Nagamitsu,長光,,
20,1,174,Tachi,Nagamitsu,長光,,
20,1,175,Katana,Nagamitsu,Mumei [長光],,
20,1,176,Katana,den Nagamitsu,Mumei [伝長光] [Kinzōgan 月影],,
20,1,177,Katana,Kagemitsu,Orikaeshi 備州長船住景光,,
20,1,178,Kodachi,Chikakage (1319),備州長船住近景 / 元応元年八月日,,
20,1,179,Tachi,Chikakage,備前国長船住近景,,
20,1,180,Katana,Chikakage,Mumei [近景] – 享保六年本阿弥光忠折 紙),Hon’ami Origami (1721,
20,1,181,Katana,Chikakage,Mumei [近景],,
20,1,182,Tachi,Sanenaga,真□ [真長],,
20,1,183,Tachi,Sukenaga (1312),備前国長船助長作 / 正和元年二月日,,
20,1,184,Tachi,Munemitsu,備前国□□住 (Fumei) [宗光] (長光門),,
20,1,185,Tantō,Kanemitsu (1349),備州長船住兼光 / 貞和三年十一月日,,
20,1,186,Tachi,Kanemitsu,備州長船住兼光 – 宝暦拾年本阿弥光勇 折紙),Hon’ami Origami (1760,
20,1,187,Katana,Kanemitsu,Mumei [兼光],Hon’ami Origami – 光忠折紙,
20,1,188,Katana,den Kanemitsu,Mumei [伝兼光],,
20,1,189,Katana,Kanemitsu,[Kinpun 兼光 (杉山茂丸花押) / 寛永折紙],,
20,1,190,Katana,den Kanemitsu,Mumei [伝兼光],,
20,1,191,Katana,Kanemitsu,[Kinzōgan 久留米侍位包所持鉄炮兼光 / 向井左近将監忠勝今者所持当者落] [Attachment – Uchigatana Koshirae – 黒笛巻塗打刀拵],,
20,1,192,Tachi,Tomomitsu (1365),備州長船倫光 / 貞治二二年正,,
20,1,193,Tachi,Tomomitsu,備州長船倫光,,
20,1,194,Wakizashi,Tomomitsu,Mumei [倫光],,
20,1,195,Wakizashi,den Tomomitsu,Mumei [伝倫光],,
20,1,196,Naginata,Masamitsu (1385),備州長船政光 / 至徳二年六月日,,
20,1,197,Katana,Yoshikage,Mumei [義景],,
20,1,198,Naoshi,Yoshikage,Mumei [義景],,
20,1,199,Katana,Chōgi,Mumei [長義],,
20,1,200,Naoshi,den Kanenaga,Mumei [伝兼長],,
20,1,201,Tantō,Nagamori (1360),備州長船住長 (Cut off) / 正平十五年 [長守],,
20,1,202,Katana,den Nagamori,Mumei [伝長守] [Kinzōgan 物切 / 福島掃部助所持之也] [Kiritsuke 俸余購 得常佩之子孫永保多賀谷瑛之記],,
20,1,203,Naoshi,Ko–Motoshige,元重 [古元重],,
20,1,204,Katana,den Motoshige,Mumei [伝元重],,
20,1,205,Katana,den Motoshige,Mumei [伝元重],,
20,1,206,Katana,Motoshige,Mumei [元重] [Kinzōgan 末世剣無雙越前宰相指之 / 袈裟刃折一胴又二ツ胴 / 寛永二二年卯廿二日],,
20,1,207,Tachi,Shigezane,備州長船重真,,
20,1,208,Tachi,Moromitsu (1394),備州長船師光 / 応永元年十二月日,Tachi Koshirae – 金梨 子地家紋蒔絵糸巻太刀拵,
20,1,209,Tachi,Moromitsu (1395),備州長船師光 / 応永二年七月日,,
20,1,210,Tachi,Moromitsu (1399),備州長船師光 / 応永六年二月日,,
20,1,211,Wakizashi,Morimitsu (1418),備州長船盛光 / 応永廿五年十二月日,Wakizashi Koshirae – 金梨子地葵紋蒔絵半太刀脇指拵,
20,1,212,Katana,Iesuke,家助,,
20,1,213,Tachi,Morimitsu (1435),備州長船守光 / 永享七年八月日,Uchigatana Koshirae – 変 り塗肥後打刀拵,
20,1,214,Katana,Yoshimitsu (1464),備州長船賀光 / 寛正五年二月日,Handachi Koshirae – 青 貝微塵金銀桜文螺鈿半太刀拵,
20,1,215,Wakizashi & Koshirae,Tadamitsu (1486),備州長船忠光 / 文明十八年八月日 Wakizashi Koshirae – 金梨子地胡蝶文蒔絵脇指拵,,
20,1,216,Wakizashi,Yoshimitsu (1491),備州長船能光 / 延徳三年二月日,,
20,1,217,Katana,Munemitsu (1501),備前国住長船左京進宗光 / 文亀元年八月吉日,Uchigatana Koshirae – 黒蠟塗打刀拵,
20,1,218,Katana,Yosōzaemon Sukesada (1532),備前国住長船与三左衛門尉祐定 / 享禄五年二月吉日,,
20,1,219,Katana,Shinjurō Sukesada (1582),備前国住長船新拾郎祐定作 / 天正十年八月吉日,Handachi Koshirae – 変り塗菊桐紋金具半太刀拵,
20,1,220,Katana,Gorōzaemon Kiyomitsu (1541),備前国住長船五郎左衛門尉清光作 / 天文十年八月日,,
20,1,221,Wakizashi,Masanori (1489),兵部少輔源朝臣政則作 / 為魚住又四郎実安 / 長享三年八月十七日,,
20,1,222,Wakizashi,Masanori (1489),為小倉小四郎源則継 / 兵部少輔源朝臣政則作 / 延徳元年十一月十 五日,,
20,1,223,Tachi,Hatakeda Sanemori,備前国長船住右馬允真守 / □□□月日,,
20,1,224,Katana,den Sanemori,Mumei [伝真守],,
20,1,225,Tachi,Bizen Saburō Kunimune,国宗,,
20,1,226,Katana,den Unshō,Mumei [伝雲生],,
20,1,227,Tachi,Unji,Mumei [雲次],,
20,1,228,Katana,den Unji,Orikaeshi 備前国住雲 (Cut off) [伝雲次],,
20,1,229,Tantō,Unjū,備前国住雲重,,
20,1,230,Katana,Ko–Yoshii,Mumei [古吉井],,
20,1,231,Tachi,Ko–Yoshii,Mumei [古吉井],,
20,1,232,Tachi,Yoshii Noritsuna (1391),備前国吉井則 (Cut off) / 明徳二年六月日 [則綱],,
20,1,233,Tachi,Ko–Aoe Masatsune,正恒 [古青江],,
20,1,234,Tachi,Ko–Aoe Masatsune,正恒 [古青江],,
20,1,235,Tachi,Ko–Aoe Nagatsugu,長次 [古青江],,
20,1,236,Tachi,Hidetsugu (1309),備中州住人左衛門尉秀次作 / 延慶弐年八月日,,
20,1,237,Katana,Ko–Aoe,Mumei [古青江],,
20,1,238,Wakizashi,den Ko–Aoe,Mumei [伝古青江],,
20,1,239,Tantō,Sadatsugu (1376),備中国住貞次 / 永和二年六月日,,
20,1,240,Tachi,Yoshitsugu (1380),備中国住義次 / 康暦二年二月日,,
20,1,241,Tachi,Tsugunao,備中国住次直,,
20,1,242,Katana,Aoe,Mumei [青江],,
20,1,243,Katana,Aoe,Mumei [青江],,
20,1,244,Katana,Aoe,Mumei [青江],,
20,1,245,Katana,Aoe,Mumei [青江],,
20,1,246,Naoshi,Aoe,Mumei [青江],,
20,1,247,Katana,Aoe,Mumei [青江],,
20,1,248,Katana,Aoe,Mumei [青江],,
20,1,249,Katana,Aoe,[Shumei 青江 / 代金子拾枚 正徳三年折紙あり],,
20,1,250,Tachi,Aoe Nagatsugu,備中国住長次作,,
20,1,251,Tachi,Mihara Masahiro,備州住正広,,
20,1,252,Katana,Ko–Mihara,Mumei [古三原],,
20,1,253,Tachi,Ko–Mihara,Mumei [古三原],,
20,1,254,Wakizashi,Ko–Mihara,Mumei [古三原],,
20,1,255,Katana,Ko–Mihara,Mumei [古三原],,
20,1,256,Katana,Ko–Mihara,Mumei [古三原],,
20,1,257,Tantō,Tatsubō Shigeyasu,備州住重安,,
20,1,258,Naoshi,Hokke Suetsugu (1378),備州住季次 / 永和二二年八月日,,
20,1,259,Tachi,Kokubunji Sukekuni,助国作,,
20,1,260,Katana,Niō Kiyotsuna,Mumei [二王清綱],,
20,1,261,Katana & Koshirae,Niō Kiyofusa,二王清房 Uchigatana Koshirae – 黒蠟塗打刀拵,,
20,1,262,Katana,den Sa Yasuyoshi,Mumei [伝左安吉],,
20,1,263,Katana,Sa Yasuyoshi,Mumei [左安吉],,
20,1,264,Tantō,Sa Yoshisada,吉貞作,,
20,1,265,Katana,den Sa Hiroyuki,Mumei [伝左弘行],,
20,1,266,Tachi,Sa Yoshihiro,吉弘 – 享保二年本阿弥光忠折紙),Hon’ami Origami (1717,
20,1,267,Katana,den Sa Hiroyoshi,Mumei [伝左弘吉],,
20,1,268,Katana,Sue–Sa,Mumei [末左],,
20,1,269,Katana,Enju,Mumei [延寿],,
20,1,270,Katana,Enju,Mumei [延寿],,
20,1,271,Wakizashi,Enju,Mumei [延寿],,
20,1,272,Tachi,Bungo Yukihira,豊後国行平作,Tachi Koshirae – 金梨子地桐葵紋蒔絵革巻太 刀拵,
20,2,1,Wakizashi,Umetada Myōjū,埋忠明寿 (花押),,
20,2,2,Tantō,Umetada Myōjū (1612),山城国西陣住人埋忠明寿 (花押) / 慶長拾七年八月日,,
20,2,3,Katana,Horikawa Kunihiro,国広,,
20,2,4,Katana,Horikawa Kunihiro,国広,,
20,2,5,Katana,Horikawa Kunihiro,国広,,
20,2,6,Katana,Horikawa Kunihiro,信濃守藤原国広,,
20,2,7,Tantō,Horikawa Kunihiro,国広,,
20,2,8,Wakizashi,Hirozane,藤原広実,,
20,2,9,Wakizashi,Horikawa Kuniyasu,国安,,
20,2,10,Katana,Hiroyuki,弘幸,,
20,2,11,Katana,Masatoshi,越中守正俊,,
20,2,12,Tantō,Masatoshi,越中守正俊,,
20,2,13,Katana,Settsu Kuniyuki,摂州尼崎住藤原国幸,,
20,2,14,Katana,Settsu Kuniyuki,柱本住藤原国幸,,
20,2,15,Katana,Oya Kunisada,和泉守藤原国貞,,
20,2,16,Katana,Shinkai Kunisada (1668),井上和泉守国貞 / (菊紋) 寛文八年八月日,,
20,2,17,Katana,Inoue Shinkai (1672),井上真改 / (菊紋) 寛文十二年八月日,,
20,2,18,Katana & Koshirae,Inoue Shinkai (1676),井上真改 / (菊紋) 延宝四年八月日 Uchigatana Koshirae – 黒蠟塗打刀拵,,
20,2,19,Katana,Kunitora (1685),(菊紋) 八幡宮根本和泉守藤原国虎 / (枝菊紋) 于時貞享二年奥州岩城住 人八月吉日,,
20,2,20,Katana,Kaga no Kami Sadanori (1679),洛陽鈴木加賀守貞則 / 延宝七年二月日,,
20,2,21,Katana,Kawachi no Kami Kunisuke (Nidai),河内守国助 (二代),,
20,2,22,Katana,Kuniteru (1677),小林伊勢国輝 / 延宝五年八月日,,
20,2,23,Katana,Tsuda Sukehiro (1672),津田越前守助広 / 寛文十二年八月日,,
20,2,24,Katana,Tsuda Sukenao (1680),近江守高木住助直作之 / 延宝八年八月日,,
20,2,25,Katana,Tsuda Sukenao (1683),津田近江守助直 / 天和三年八月日 江州高木,,
20,2,26,Katana,Echigo no Kami Kanesada (Shodai),越後守包貞 (初代),,
20,2,27,Katana,Echigo no Kami Kanesada (Nidai),越後守包貞 (二代),,
20,2,28,Katana,Echigo no Kami Kanesada (Nidai),越後守包貞 (二代),,
20,2,29,Daishō,Ozaki Suketaka (1802),Dai – 尾崎長門守藤原朝臣助隆 / 享和二年二月日 Sho – 尾崎長門守 藤原助隆 / 享和二年二月日,,
20,2,30,Wakizashi,Gassan Sadakazu (1908),奉久邇宮殿下命月山貞一謹作 / 明治四十一年三月日,,
20,2,31,Wakizashi,Echizen Yasutsugu (Shodai),以南蛮鉄於武州江戸 / 越前康継 (初代),,
20,2,32,Wakizashi,Echizen Yasutsugu (Nidai),(葵紋) 越前国康継 / 同国住切物木内 (二代),,
20,2,33,Katana,Yasusada,於武蔵国豊嶋郡大和守安定 [Kinzōgan 寛文十一年六月十八日 / 弐ツ胴切落 山 野勘十郎久英 (花押)],,
20,2,34,Katana,Kaneshige,上総介藤原兼重,,
20,2,35,Wakizashi,Kotetsu (1660),長曽祢興里 / 万治三年十二月日同作彫之,Wakizashi Koshirae – 雲鶴文朱塗脇指拵,
20,2,36,Katana,Kotetsu,長曽祢興里虎徹入道,,
20,2,37,Wakizashi,Kotetsu,長曽祢虎徹入道興里 [Kiritsuke 寛文四甲辰十二月廿七日 / 三二重二ツ胴截断 山野加右衛門截断之],,
20,2,38,Wakizashi,Kotetsu (1671),長曽祢興里真鍛作 /寛文拾一年八月,,
20,2,39,Wakizashi,Kotetsu,長曽祢興里入道乕徹,,
20,2,40,Katana,Suishinshi Masahide (1793),水心子正秀 (花押) / 寛政五年二月日,,
20,2,41,Katana,Hosokawa Masamori (1864),作陽幕下士細川正守 (花押) / 元治元甲子年春日造,,
20,2,42,Katana,Unju Korekazu (1862),石堂運寿是一淬之 文久二年二月日/ 元興入道松軒鍛之,,
20,2,43,Katana,Koyama Munetsugu (1860),備前介藤原宗次 / 安政七年二月日,,
20,2,44,Katana,Koyama Munetsugu (1866),為山高君固山備前介藤原宗次作 / 男 義次彫物 / 慶応二年五 月日 早苗の朝露,,
20,2,45,Wakizashi,Kiyomaro,環,,
20,2,46,Wakizashi,Minamoto Masayuki (1846),源正行 / 弘化三年二月日,,
20,2,47,Katana,Kiyomaro (1850),源清麿 / 嘉永三年二月日,,
20,2,48,Katana,Kiyondo (1865),羽州荘内住守藤原清人 / 元治二年二月吉日於江都造之,,
20,2,49,Katana,Sa Yukihide (1850),筑州住左行秀 / 嘉永三年八月日,,
20,2,50,Wakizashi,Tegarayama Masashige (1793),白川臣手柄山正繁 / 寛政五年二月日,,
20,2,51,Katana,Sendai Kunikane,奥州仙台住山城守藤原国包 [Kinzōgan 筧新兵衛差領之内] [Kinzōgan 二 ツ胴土壇入切手蓬田安太夫 (花押) / 寛文十一年十二月十六日],,
20,2,52,Katana,Sendai Kunikane,山城守藤原国包,,
20,2,53,Katana,Kunikiyo,(菊紋) 山城守藤原国清入道,,
20,2,54,Yari,Kunikiyo,山城守藤原国清,,
20,2,55,Tantō,Kaga Kanewaka,加州住兼若,,
20,2,56,Yari,Teruhiro,肥後守藤原輝広作,,
20,2,57,Wakizashi,Teruhiro,播磨守輝広,,
20,2,58,Katana,Hizen Tadayoshi,肥前国忠吉,,
20,2,59,Naginata,Hizen Tadayoshi,肥前国忠吉,,
20,2,60,Katana,Hizen Tadayoshi,肥前国住人忠吉作,,
20,2,61,Katana,Hizen Tadahiro (1625),肥前国住武蔵大掾藤原忠広 / 寛永二年八月吉日,,
20,2,62,Katana,Hizen Tadahiro (Shodai) (1630),肥前国住藤原忠広 / 寛永七年八月吉日,,
20,2,63,Wakizashi,Hizen Tadahiro,武蔵大掾藤原忠広,,
20,2,64,Katana,Hizen Tadahiro (Nidai),肥前国住藤原忠広,,
20,2,65,Katana,Hizen Tadahiro (Nidai) (1639),肥前国住藤原忠広 / 寛永十六年二月吉日,,
20,2,66,Katana,Hizen Tadahiro (Nidai),肥前国住藤原忠広,,
20,2,67,Katana,Hizen Tadahiro (1649),肥前国住近江大掾藤原忠広 / 慶安二年八月吉日,,
20,2,68,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広,,
20,2,69,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広,,
20,2,70,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広,,
20,2,71,Katana,Hizen Tadayoshi (Mutsu),肥前国住陸奥守忠吉,,
20,2,72,Katana,Hizen Tadayoshi (Mutsu),肥前国住陸奥守忠吉,,
20,2,73,Katana,Hizen Hirosada (1630),肥前国住人相右衛門吉家 / 寛永七年八月吉日,,
20,2,74,Katana,Hizen Masahiro (1664),肥前国河内大掾藤原正広 / 寛文二二年八月吉日,,
20,2,75,Katana,Hizen Munetsugu,肥前国住人伊予掾源宗次,,
20,2,76,Katana,Kunihira (Satsuma),薩摩国住人国平,,
20,2,77,Katana,Ason Masayuki (1800),伯耆守平朝臣正幸 / 寛政十二年申二月,,
20,2,78,Katana,Ason Masayuki (1805),伯耆守平朝臣正幸 / 文化二年丑二月七十三歳造,,
20,2,79,Katana,Ason Masayuki (1806),伯耆守平朝臣正幸 / 文化三年寅二月七十三歳造,,
20,2,80,Katana,Motohira (1786),薩陽臣奥元平 / 天明六年二月日,,
20,2,81,Kodachi Koshirae,,雛黒皮包小太刀,,
20,2,82,Chiisagatana Koshirae (Ezo Koshirae),,金唐皮獅子牡丹唐草文小さ刀拵 (蝦夷拵),,
20,2,83,Uchigatana Koshirae,,腰小刻下印籠刻黒変り塗打刀拵,,
20,2,84,Tachi Koshirae,,金梨子地菊桐紋蒔絵糸巻太刀拵,,
20,2,85,Tachi Koshirae,,金梨子地糸巻太刀拵,,
20,2,86,Tachi Koshirae,,金梨子地葵紋蒔絵糸巻太刀拵,,
20,2,87,Tachi Koshirae,,九曜五三桐紋樋螺鈿衛府太刀拵,,
20,2,88,Tachi Koshirae,,金梨子地三つ巴紋蒔絵糸巻太刀拵,,
20,2,89,Tachi Koshirae,,金梨子地桐紋蒔絵毛抜形衛府太刀,,
20,2,90,Daishō Koshirae,,青貝微塵永割塗大小拵,,
20,2,91,Tachi Koshirae,黒塗雛皮包革巻太刀拵  (Attachment,Habaki – 梵字秀鋲鎺),Tachi – Aoe Ietsugu – 備中国住家次,
20,2,92,Tachi Koshirae,金梨子地九曜文蒔絵糸巻太刀拵,備中 国吉次 (再刃),Tachi – Aoe Yoshitsugu (Saiha,
20,2,93,Tsuba (柏葉文四方猪の目透太刀鐔),Tachishi,Mumei [太刀師],Utsushi Tsuba – 同写 鐔二枚,
20,2,94,Menuki (松林鹿図目貫),den Ko–Shōami,Mumei [伝古正阿弥],,
20,2,95,Kogai (藻貝図笄),Ko–Mino,Mumei [古美濃],,
20,2,96,Kogai (老松岩に藻貝図笄),Ko–Mino,Mumei [古美濃],,
20,2,97,Kogai (老松図笄),Ko–Mino,Mumei [古美濃],,
20,2,98,Menuki (秋草蟹図目貫),Ko–Mino,Mumei [古美濃],,
20,2,99,Menuki (蔓飄透目貫),Ko–Mino,Mumei [古美濃],,
20,2,100,Menuki (貝尽目貫),Ko–Mino,Mumei [古美濃],,
20,2,101,Kogai (胡蝶文笄),den Gotō Yūjō,Mumei [伝祐乗],,
20,2,102,Futatokoromono (翁三番叟二所物),Menuki,Gotō Yūjō – 祐乗 Kozuka – Gotō Eijō – 後藤栄乗 (花 押) – 元和三年五月光侶折紙),Gotō Origami (1617,
20,2,103,Menuki (梔図目貫),den Gotō Sōjō,Mumei [伝宗乗],,
20,2,104,Menuki (十二支目貫),den Gotō Sōjō,Mumei [伝宗乗],,
20,2,105,Kogai (鷹道具図笄),Gotō Jōshin,Mumei [乗真],,
20,2,106,Kogai (牛図笄),Gotō Jōshin & Gotō Renjō,作乗真 廉乗 (花押) – 二疋牛図目貫及び貞享二年六月廉乗折紙),Menuki & Gotō Origami (1685,
20,2,107,Kozuka (雲竜小柄),Gotō Eijō,後藤栄乗 (花押) – 笄 & 目貫及び寛文五年光侶折紙),Kogai & Menuki & Gotō Origami (1665,
20,2,108,Kogai (波に鯰図笄),Ko–Gotō,[Kinzōgan そえ後藤] [古後藤],,
20,2,109,Kogai (猿猴捕月図笄),Ko–Gotō,Mumei [古後藤],,
20,2,110,Kozuka (秋草三疋蟹図小柄),Ko–Gotō,Mumei [古後藤],,
20,2,111,Kozuka (宇治川先陣図小柄),Gotō Teijō,Mumei [程乗],,
20,2,112,Kozuka (織女図小柄),Gotō Kenjō & Gotō Renjō,作顕乗 光侶 (花押),,
20,2,113,Tsuba (花形鑢地鐔),Hikozō,Mumei [彦三],,
20,2,114,Tsuba (鳥居梟図鐔),Jingo (Shodai),Mumei [初代甚五],,
20,2,115,Tsuba (風竹透鐔),Akasaka,Mumei [赤坂],,
20,2,116,Tsuba (九年母図鐔),Umetada Myōjū,埋忠明寿,,
20,2,117,Kozuka (重柳小禽図小柄),Hirata,Mumei [平田],,
20,2,118,Tsuba (虎渓三笑図鐔),Yasuchika,安親,,
20,2,119,Fuchi & Kashira (栢樹猛禽図縁頭),Tsu Jinpo,津尋甫  尋 甫),Menuki – Tsu Jinpo – (割銘,
20,2,120,Daishō tsuba (玉堂富貴図大小鐔),Gotō Ichijō,Dai – 伯応作時年七十五 Sho – 洛北居伯応作,,
20,2,121,Tsuba (猛禽図鐔),Kikuoka Mitsuyuki,活剣子菊岡光行 (花押),,
20,2,122,Tsuba (田植図鐔),Yamazaki Kazuyoshi,山崎一賀 (花押),,
20,2,123,Kozuka (永室使図小柄),Natsuo,於東都神田川辺作夏雄,,
20,2,124,Kozuka (熊坂図小柄),Natsuo,一蝶翁画意夏雄 (花押),,
21,1,1,Hoko,,Mumei,,
21,1,2,Ken,,Mumei,,
21,1,3,Wakizashi,den Awataguchi Hisakuni,Mumei [伝粟田口久国],,
21,1,4,Tachi,Rai Kuniyuki,国行,,
21,1,5,Wakizashi,Rai Kuniyuki,国行,Aikuchi Koshirae – 黒蠟色塗鞘合囗拵,
21,1,6,Katana,Niji Kunitoshi,Mumei [二字国俊],,
21,1,7,Katana,den Niji Kunitoshi,Mumei [伝二字国俊],,
21,1,8,Katana,Niji Kunitoshi,Mumei [二字国俊],,
21,1,9,Tachi,Rai Kunitoshi,来国俊,,
21,1,10,Katana,Rai Kunitoshi,[Kinzōgan 来国俊 薫山 (花押)],,
21,1,11,Tantō,Rai Kunitoshi (1319),来国俊 / 元応元年閏十月日,,
21,1,12,Katana,Rai Kunimitsu,[Kinzōgan 来国光],,
21,1,13,Katana,Rai Kunimitsu,Mumei [来国光],,
21,1,14,Tantō,Rai Kunimitsu,来国光,,
21,1,15,Tantō,Rai Kunimitsu,来国光,,
21,1,16,Tantō,Rai Kunimitsu,来国光,,
21,1,17,Tantō,Rai Kunimitsu,[Shumei 来国光],,
21,1,18,Tachi,Ryōkai,了戒,,
21,1,19,Tachi,Ryōkai,了戒,,
21,1,20,Tachi,Ryōkai,了戒,,
21,1,21,Tantō,Ryōkai,了戒,,
21,1,22,Tantō,Ryōkai,了戒,,
21,1,23,Tantō,Rai Kuninaga,来国長,,
21,1,24,Katana,den Nakajima Rai,Mumei [伝中島来],,
21,1,25,Katana,den Nakajima Rai,Mumei [伝中島来],,
21,1,26,Katana,Nakajima Rai,Mumei [中島来],,
21,1,27,Tachi,Kunihide,国秀,,
21,1,28,Katana,Nobukuni,Mumei [信国],,
21,1,29,Katana,Nobukuni,Mumei [信国],,
21,1,30,Katana,Nobukuni,Mumei [信国],,
21,1,31,Wakizashi,den Nobukuni,Mumei [伝信国],,
21,1,32,Wakizashi,Nobukuni (1432),源式部丞信国 / 永享二二年八月日,,
21,1,33,Tantō,Hasebe Kunishige,長谷部国重,,
21,1,34,Tantō,Hasebe Kunishige,長谷部国重,,
21,1,35,Tantō,Hasebe Kunishige,長谷部国重,Aikuchi Koshirae – 黒塗金銀蛭巻鞘合囗拵,
21,1,36,Tachi,Hasebe Kuninobu,長谷部国信 – 延宝八年本阿弥光温 折紙),Hon’ami Origami (1680,
